time,power import building 1 [watts],power export building 1 [watts],power import building 2 [watts],power export building 2 [watts],power import building 3 [watts],power export building 3 [watts]
23:15:00,300.1117318435754,0.0,380.122905027933,0.0,56.6927374301676,0.0
23:30:00,279.1388888888889,0.0,2117.883333333333,0.0,7243.145251396648,0.0
23:45:00,279.96666666666664,0.0,1917.6759776536312,0.0,283.2067039106145,0.0
00:00:00,280.14444444444445,0.0,245.7888888888889,0.0,62.0,0.0
00:15:00,280.31111111111113,0.0,282.4581005586592,0.0,61.245810055865924,0.0
00:30:00,280.5586592178771,0.0,282.25,0.0,56.022346368715084,0.0
00:45:00,288.2849162011173,0.0,207.9776536312849,0.0,56.06145251396648,0.0
01:00:00,633.8826815642458,0.0,1337.7444444444445,0.0,56.14525139664804,0.0
01:15:00,314.91620111731845,0.0,2306.2277777777776,0.0,56.65555555555556,0.0
01:30:00,335.3296089385475,0.0,2226.3240223463686,0.0,56.733333333333334,0.0
01:45:00,326.7877094972067,0.0,1792.6201117318435,0.0,56.75,0.0
02:00:00,325.41340782122904,0.0,367.8100558659218,0.0,56.75977653631285,0.0
02:15:00,324.92737430167597,0.0,234.939226519337,0.0,57.25139664804469,0.0
02:30:00,324.93854748603354,0.0,261.6145251396648,0.0,57.23463687150838,0.0
02:45:00,325.55307262569835,0.0,694.9325842696629,0.0,5050.614525139665,0.0
03:00:00,326.83240223463685,0.0,1387.638888888889,0.0,2126.72625698324,0.0
03:15:00,326.50837988826817,0.0,1969.9944444444445,0.0,57.00555555555555,0.0
03:30:00,316.659217877095,0.0,3241.536312849162,0.0,93.10555555555555,0.0
03:45:00,292.53333333333336,0.0,2602.877094972067,0.0,112.76536312849161,0.0
04:00:00,628.8888888888889,0.0,1987.0833333333333,0.0,112.68715083798882,0.0
04:15:00,341.8277777777778,0.0,3574.7486033519554,0.0,2320.616666666667,0.0
04:30:00,337.8659217877095,0.0,1340.8444444444444,0.0,2805.754189944134,0.0
04:45:00,341.93888888888887,0.0,1349.7877094972066,0.0,136.8111111111111,0.0
05:00:00,346.8882681564246,0.0,1348.1899441340781,0.0,128.731843575419,0.0
05:15:00,344.0391061452514,0.0,2530.4525139664806,0.0,139.7877094972067,0.0
05:30:00,348.50837988826817,0.0,3302.4666666666667,0.0,2974.1555555555556,0.0
05:45:00,346.2122905027933,0.0,1983.7166666666667,0.0,6666.144444444444,2.4444444444444446
06:00:00,344.659217877095,0.0,1428.2290502793296,0.0,27.155555555555555,83.85555555555555
06:15:00,267.20111731843576,15.435754189944134,1332.6983240223465,0.0,668.8156424581006,158.2513966480447
06:30:00,208.15642458100558,33.374301675977655,1509.6927374301677,0.0,2295.1005586592178,0.0
06:45:00,193.59217877094972,39.93296089385475,3743.5555555555557,0.0,884.4078212290502,821.8938547486033
07:00:00,107.8268156424581,162.7486033519553,1356.0333333333333,0.0,0.0,2031.1396648044692
07:15:00,264.268156424581,892.2234636871508,1362.5833333333333,0.0,0.0,3694.9776536312847
07:30:00,0.0,1137.376404494382,2495.5555555555557,0.0,0.0,6658.770949720671
07:45:00,0.0,899.927374301676,3011.0391061452515,0.0,0.0,6874.6815642458105
08:00:00,0.0,712.7430167597765,1372.85,0.0,0.0,5732.592178770949
08:15:00,0.0,752.0446927374302,1361.491620111732,0.0,0.0,5638.106145251397
08:30:00,0.0,1442.15,1349.612359550562,0.0,257.9608938547486,4092.8659217877093
08:45:00,0.0,1222.7777777777778,1410.6256983240223,0.0,1881.9106145251396,1281.5642458100558
09:00:00,221.87222222222223,822.4555555555555,1284.1491712707182,0.0,0.0,8701.6312849162
09:15:00,0.0,1341.2078651685392,1478.9608938547485,0.0,0.0,14021.40782122905
09:30:00,0.0,1380.8938547486034,1376.9611111111112,0.0,0.0,14509.620111731843
09:45:00,0.0,1118.854748603352,3103.6555555555556,0.0,0.0,13171.005586592179
10:00:00,0.0,1689.2611111111112,3054.2722222222224,0.0,0.0,10503.536312849163
10:15:00,0.0,2486.1111111111113,1433.2666666666667,0.0,0.0,8612.519553072625
10:30:00,0.0,3022.832402234637,1356.7374301675977,0.0,0.0,7974.569832402235
10:45:00,0.0,3519.95530726257,1378.8833333333334,0.0,0.0,14829.363128491621
11:00:00,0.0,3184.4189944134077,1397.5666666666666,0.0,0.0,12911.533333333333
11:15:00,0.0,2835.4748603351954,1309.2458100558658,0.0,0.0,9354.201117318436
11:30:00,32.825842696629216,2052.6011235955057,1422.3296089385474,0.0,0.0,11027.155555555555
11:45:00,174.1067415730337,1346.9719101123596,1367.5777777777778,0.0,0.0,6307.822222222222
12:00:00,0.0,1433.0670391061453,1375.9833333333333,0.0,0.0,9930.737430167597
12:15:00,0.0,2213.0111731843576,1299.6888888888889,0.0,0.0,10884.262569832403
12:30:00,0.0,2422.1136363636365,1470.6703910614526,0.0,0.0,9257.824858757062
12:45:00,157.1818181818182,1572.4943181818182,923.8222222222222,0.0,0.0,8400.130681818182
13:00:00,0.0,1683.0670391061453,247.90555555555557,0.0,0.0,9349.551136363636
13:15:00,0.0,1786.0614525139665,249.99444444444444,0.0,0.0,8271.234636871508
13:30:00,0.0,1319.1284916201118,2901.538888888889,0.0,0.0,6947.094972067039
13:45:00,0.0,1083.3966480446927,3840.0670391061453,0.0,0.0,4040.391061452514
14:00:00,0.0,1153.977653631285,255.2,0.0,0.0,5413.748603351955
14:15:00,0.0,2793.822222222222,234.2290502793296,0.0,0.0,7971.077777777778
14:30:00,0.0,2289.653631284916,289.22346368715085,0.0,0.0,4488.290502793296
14:45:00,0.0,2871.80790960452,317.4099378881988,0.0,42.58100558659218,3285.5195530726255
15:00:00,0.0,1952.7430167597765,209.46368715083798,0.0,0.0,3303.949720670391
15:15:00,265.0888888888889,252.29444444444445,311.2067039106145,0.0,80.39106145251397,1465.2011173184358
15:30:00,0.5307262569832403,839.6536312849162,214.6,0.0,799.659217877095,109.37988826815642
15:45:00,3.5921787709497206,1031.0279329608938,1725.6444444444444,0.0,0.0,1305.145251396648
16:00:00,77.69832402234637,196.14525139664804,2510.335195530726,0.0,0.0,1181.611111111111
16:15:00,171.2905027932961,54.022346368715084,2717.7486033519554,0.0,0.0,931.2333333333333
16:30:00,229.0558659217877,23.30167597765363,835.0893854748604,0.0,0.0,1498.2625698324023
16:45:00,213.37222222222223,27.35,783.1117318435754,0.0,0.0,755.3128491620112
17:00:00,290.8277777777778,2.7055555555555557,1397.0111111111112,0.0,39.754189944134076,43.184357541899445
17:15:00,691.7486033519554,0.0,1391.388888888889,0.0,1753.1340782122904,13.424581005586592
17:30:00,386.3743016759777,0.0,1424.4972067039107,0.0,6888.569832402235,0.0
17:45:00,346.877094972067,0.0,2818.0222222222224,0.0,116.12849162011173,0.0
18:00:00,347.69101123595505,0.0,3372.536312849162,0.0,111.89385474860335,0.0
18:15:00,342.91620111731845,0.0,2892.877094972067,0.0,515.0614525139665,0.0
18:30:00,315.1611111111111,0.0,3105.1222222222223,0.0,3062.4022346368715,0.0
18:45:00,316.7374301675978,0.0,1025.6201117318435,0.0,1393.3016759776535,0.0
19:00:00,646.3519553072625,0.0,406.52777777777777,0.0,116.0391061452514,0.0
19:15:00,361.3296089385475,0.0,388.44692737430165,0.0,109.29608938547486,0.0
19:30:00,351.9050279329609,0.0,470.6333333333333,0.0,113.98882681564245,0.0
19:45:00,353.56497175141243,0.0,2230.983240223464,0.0,108.35195530726257,0.0
20:00:00,346.6111111111111,0.0,2085.0055865921786,0.0,108.74301675977654,0.0
20:15:00,320.70949720670393,0.0,1616.9277777777777,0.0,67.82122905027933,0.0
20:30:00,319.4301675977654,0.0,816.9329608938548,0.0,6523.251396648045,0.0
20:45:00,641.1333333333333,0.0,371.28333333333336,0.0,2276.9664804469276,0.0
21:00:00,333.60893854748605,0.0,229.51666666666668,0.0,81.3463687150838,0.0
21:15:00,329.67597765363126,0.0,232.86111111111111,0.0,52.33519553072626,0.0
21:30:00,335.27932960893855,0.0,1969.7111111111112,0.0,51.76111111111111,0.0
21:45:00,319.5418994413408,0.0,2270.5055555555555,0.0,57.61666666666667,0.0
22:00:00,313.22346368715085,0.0,447.0888888888889,0.0,52.13966480446928,0.0
22:15:00,314.72067039106145,0.0,330.34444444444443,0.0,51.87709497206704,0.0
22:30:00,318.18888888888887,0.0,186.28333333333333,0.0,52.06145251396648,0.0
22:45:00,320.47222222222223,0.0,303.27222222222224,0.0,52.21111111111111,0.0
23:00:00,322.268156424581,0.0,241.39444444444445,0.0,52.06703910614525,0.0
23:15:00,323.24581005586595,0.0,1702.8444444444444,0.0,821.8444444444444,0.0
23:30:00,324.9106145251397,0.0,2169.8444444444444,0.0,7206.977777777778,0.0
23:45:00,323.05,0.0,763.245810055866,0.0,159.4022346368715,0.0
00:00:00,324.3388888888889,0.0,304.8268156424581,0.0,52.37988826815643,0.0
00:15:00,327.4111111111111,0.0,257.6033519553073,0.0,52.39664804469274,0.0
00:30:00,639.9055555555556,0.0,270.9664804469274,0.0,52.25139664804469,0.0
00:45:00,357.77653631284915,0.0,200.72067039106145,0.0,52.19553072625698,0.0
01:00:00,353.6166666666667,0.0,2880.4804469273745,0.0,52.12222222222222,0.0
01:15:00,327.4277777777778,0.0,4653.368715083799,0.0,52.37777777777778,0.0
01:30:00,326.16201117318434,0.0,1035.5642458100558,0.0,52.05,0.0
01:45:00,325.8611111111111,0.0,296.80898876404495,0.0,51.93888888888889,0.0
02:00:00,326.2513966480447,0.0,233.0167597765363,0.0,52.13333333333333,0.0
02:15:00,326.4301675977654,0.0,318.3072625698324,0.0,52.15642458100559,0.0
02:30:00,326.24022346368713,0.0,225.5388888888889,0.0,3636.832402234637,0.0
02:45:00,327.1899441340782,0.0,2443.2722222222224,0.0,4094.5,0.0
03:00:00,348.14525139664806,0.0,5451.283333333334,0.0,52.02793296089386,0.0
03:15:00,661.6033519553073,0.0,3166.972222222222,0.0,1477.4277777777777,0.0
03:30:00,360.68715083798884,0.0,1352.05,0.0,5384.722222222223,0.0
03:45:00,356.72067039106145,0.0,1270.1722222222222,0.0,385.3743016759777,0.0
04:00:00,331.4078212290503,0.0,1355.9944134078212,0.0,108.05027932960894,0.0
04:15:00,618.5474860335196,0.0,2132.1396648044692,0.0,130.11731843575419,0.0
04:30:00,333.5754189944134,0.0,4058.094972067039,0.0,1723.3854748603353,0.0
04:45:00,329.2960893854749,0.0,5830.491620111732,0.0,2967.08938547486,0.0
05:00:00,329.69832402234636,0.0,2587.2277777777776,0.0,4302.983240223463,0.0
05:15:00,334.9217877094972,0.0,1323.5810055865923,0.0,7008.245810055866,0.0
05:30:00,341.7877094972067,0.0,1417.4748603351954,0.0,172.12849162011173,0.7653631284916201
05:45:00,346.49444444444447,0.0,1313.2569832402235,0.0,54.374301675977655,38.43016759776536
06:00:00,315.7388888888889,0.8388888888888889,2670.759776536313,0.0,877.7150837988827,101.01675977653632
06:15:00,180.11111111111111,131.29444444444445,3275.212290502793,0.0,1832.0055865921788,0.0
06:30:00,0.0,517.7709497206704,2009.9664804469273,0.0,455.66480446927375,0.0
06:45:00,0.0,688.8379888268156,3124.36312849162,0.0,3.0279329608938546,3048.949720670391
07:00:00,0.0,819.8379888268156,2707.0111731843576,0.0,0.0,3711.608938547486
07:15:00,0.0,933.3240223463687,1389.3743016759777,0.0,83.91061452513966,3937.463687150838
07:30:00,0.0,1047.6648044692738,1335.5418994413408,0.0,1616.2346368715084,0.0
07:45:00,0.0,1293.0,1427.65,0.0,471.3743016759777,3759.9162011173185
08:00:00,0.0,1290.4245810055866,1332.6944444444443,0.0,0.0,5202.6033519553075
08:15:00,201.31460674157304,1217.6179775280898,1419.7,0.0,0.0,5120.1620111731845
08:30:00,0.0,1404.5251396648046,1334.5722222222223,0.0,0.0,7892.787709497206
08:45:00,0.0,1673.4972067039107,2670.5777777777776,0.0,0.0,10388.666666666666
09:00:00,0.0,1944.6759776536312,3267.4777777777776,0.0,0.0,11411.77653631285
09:15:00,0.0,2200.145251396648,1782.4722222222222,0.0,0.0,12273.346368715083
09:30:00,0.0,2466.877094972067,1355.0782122905027,0.0,0.0,12938.206703910615
09:45:00,0.0,2624.586592178771,1332.1166666666666,0.0,0.0,9460.433333333332
10:00:00,0.0,2835.6145251396647,1401.1787709497207,0.0,0.0,10244.82122905028
10:15:00,0.0,2980.0223463687153,1330.7888888888888,0.0,0.0,14603.13407821229
10:30:00,0.0,3073.3444444444444,1440.911111111111,0.0,0.0,14005.272222222222
10:45:00,87.57222222222222,2922.011111111111,2446.849162011173,0.0,0.0,12552.849162011173
11:00:00,0.0,3198.0555555555557,3690.883333333333,0.0,0.0,14188.25
11:15:00,0.0,3272.240223463687,1398.608938547486,0.0,0.0,15626.205555555556
11:30:00,0.0,3330.1340782122907,1418.1222222222223,0.0,0.0,15584.35754189944
11:45:00,0.0,3382.3407821229052,1280.7262569832403,0.0,0.0,15399.541899441341
12:00:00,0.0,3390.9385474860337,1426.75,0.0,0.0,15049.35
12:15:00,0.0,3359.0614525139663,1383.0558659217877,0.0,0.0,14715.122222222222
12:30:00,0.0,3297.335195530726,1432.463687150838,0.0,0.0,14302.603351955308
12:45:00,0.0,3245.8715083798884,894.6536312849162,0.0,0.0,7091.284916201117
13:00:00,0.0,3164.709497206704,2337.9222222222224,0.0,0.0,13023.553072625698
13:15:00,0.0,3077.1396648044692,1572.2611111111112,0.0,0.0,12814.022346368714
13:30:00,99.62921348314607,2707.3426966292136,321.8722222222222,0.0,0.0,11553.155555555555
13:45:00,0.0,2801.849162011173,249.92222222222222,0.0,0.0,8933.566666666668
14:00:00,0.0,2811.983240223464,2111.7722222222224,0.0,0.0,9793.832402234637
14:15:00,0.0,2775.6480446927376,2096.4525139664806,0.0,0.0,10035.83888888889
14:30:00,0.0,2728.3407821229052,247.07262569832403,0.0,0.0,9143.290502793296
14:45:00,0.0,2625.0614525139663,280.54748603351953,0.0,0.0,8697.346368715083
15:00:00,0.0,2344.9888268156424,221.0558659217877,0.0,0.0,7852.961111111111
15:15:00,0.0,2219.983240223464,294.8491620111732,0.0,0.0,7537.811111111111
15:30:00,140.4438202247191,1746.685393258427,235.05027932960894,0.0,0.0,6748.144444444444
15:45:00,0.0,1518.9162011173185,1144.832402234637,0.0,1219.486033519553,1657.5754189944134
16:00:00,10.87709497206704,843.608938547486,2912.3854748603353,0.0,2056.463687150838,723.7486033519554
16:15:00,126.47486033519553,81.86033519553072,2212.8715083798884,0.0,0.0,865.1564245810056
16:30:00,200.76536312849163,35.73184357541899,1700.6703910614526,0.0,0.0,547.6312849162011
16:45:00,260.4301675977654,6.737430167597766,871.8659217877095,0.0,0.0,510.85474860335194
17:00:00,315.2849162011173,0.0,1464.5307262569831,0.0,2576.3575418994415,3.5810055865921786
17:15:00,710.2111111111111,0.0,1449.2234636871508,0.0,2189.949720670391,0.1452513966480447
17:30:00,364.75280898876406,0.0,1465.463687150838,0.0,211.73743016759778,0.2569832402234637
17:45:00,344.39444444444445,0.0,3246.016759776536,0.0,122.75418994413408,0.0
18:00:00,344.8435754189944,0.0,4244.888888888889,0.0,108.00558659217877,0.0
18:15:00,349.1731843575419,0.0,3398.7932960893854,0.0,107.93296089385476,0.0
18:30:00,350.18435754189943,0.0,2029.9385474860335,0.0,1627.4804469273743,0.0
18:45:00,340.27932960893855,0.0,1090.8882681564246,0.0,6331.491620111732,0.0
19:00:00,320.09444444444443,0.0,476.5754189944134,0.0,108.1340782122905,0.0
19:15:00,621.245810055866,0.0,379.62011173184356,0.0,795.5530726256983,0.0
19:30:00,358.60555555555555,0.0,1854.888888888889,0.0,2971.513966480447,0.0
19:45:00,356.91620111731845,0.0,2543.2,0.0,1780.6983240223465,0.0
20:00:00,356.30167597765364,0.0,2269.6388888888887,0.0,107.7877094972067,0.0
20:15:00,351.27222222222224,0.0,2086.4222222222224,0.0,67.54189944134079,0.0
20:30:00,318.5833333333333,0.0,404.49444444444447,0.0,51.69444444444444,0.0
20:45:00,301.6388888888889,0.0,279.72777777777776,0.0,51.87709497206704,0.0
21:00:00,309.69444444444446,0.0,378.39444444444445,0.0,51.66480446927374,0.0
21:15:00,641.5944444444444,0.0,235.06703910614524,0.0,52.28888888888889,0.0
21:30:00,348.83240223463685,0.0,325.1777777777778,0.0,1937.7709497206704,0.0
21:45:00,348.268156424581,0.0,1289.5388888888888,0.0,5775.067039106145,0.0
22:00:00,323.8100558659218,0.0,2273.8166666666666,0.0,59.12849162011173,0.0
22:15:00,321.49162011173183,0.0,1247.5418994413408,0.0,68.30167597765363,0.0
22:30:00,322.30167597765364,0.0,290.4189944134078,0.0,52.46927374301676,0.0
22:45:00,323.6388888888889,0.0,342.52513966480444,0.0,52.486033519553075,0.0
23:00:00,324.0111111111111,0.0,266.7486033519553,0.0,52.21787709497207,0.0
23:15:00,324.8833333333333,0.0,344.4245810055866,0.0,52.212290502793294,0.0
23:30:00,324.9441340782123,0.0,951.1899441340782,0.0,51.98324022346369,0.0
23:45:00,326.13966480446925,0.0,2261.08938547486,0.0,57.70391061452514,0.0
00:00:00,326.7401129943503,0.0,1679.7430167597765,0.0,73.88268156424581,0.0
00:15:00,649.8491620111732,0.0,296.9776536312849,0.0,52.13333333333333,0.0
00:30:00,358.73595505617976,0.0,230.04469273743015,0.0,2010.6055555555556,0.0
00:45:00,355.8826815642458,0.0,1608.9217877094973,0.0,6261.016666666666,0.0
01:00:00,328.47486033519556,0.0,2755.0223463687153,0.0,51.87222222222222,0.0
01:15:00,327.5027932960894,0.0,1488.2905027932961,0.0,52.36312849162011,0.0
01:30:00,326.83240223463685,0.0,2172.536312849162,0.0,52.111111111111114,0.0
01:45:00,327.20111731843576,0.0,1466.6648044692738,0.0,57.324022346368714,0.0
02:00:00,327.3463687150838,0.0,304.3631284916201,0.0,52.19553072625698,0.0
02:15:00,327.50837988826817,0.0,261.8707865168539,0.0,52.17877094972067,0.0
02:30:00,328.1731843575419,0.0,1566.4748603351954,0.0,52.18539325842696,0.0
02:45:00,327.8611111111111,0.0,3198.8156424581007,0.0,52.044444444444444,0.0
03:00:00,328.02777777777777,0.0,3068.335195530726,0.0,488.3722222222222,0.0
03:15:00,652.7944444444445,0.0,3202.55,0.0,2987.3555555555554,0.0
03:30:00,362.2,0.0,1928.4022346368715,0.0,2207.0335195530724,0.0
03:45:00,359.99444444444447,0.0,1343.68156424581,0.0,1838.65,0.0
04:00:00,332.64444444444445,0.0,1373.2234636871508,0.0,6335.455555555555,0.0
04:15:00,617.4469273743017,0.0,1935.022346368715,0.0,408.97777777777776,0.0
04:30:00,344.6123595505618,0.0,3803.854748603352,0.0,4167.111111111111,0.0
04:45:00,338.87640449438203,0.0,2562.4972067039107,0.0,1322.5,0.0
05:00:00,346.1899441340782,0.0,3219.893854748603,0.0,132.80446927374302,0.0
05:15:00,351.340782122905,0.0,2610.0055555555555,0.0,135.76111111111112,0.0
05:30:00,344.74719101123594,0.0,1296.0782122905027,0.0,2077.631284916201,0.0
05:45:00,344.92737430167597,0.0,1438.1468926553673,0.0,2859.188888888889,0.0
06:00:00,292.22777777777776,10.522222222222222,1370.6555555555556,0.0,1719.0666666666666,288.56666666666666
06:15:00,206.84357541899442,48.30167597765363,1951.7374301675977,0.0,0.0,1136.6179775280898
06:30:00,218.28333333333333,41.016666666666666,3310.4222222222224,0.0,4676.0055555555555,155.69444444444446
06:45:00,243.33519553072625,29.134078212290504,3821.7653631284916,0.0,3696.777777777778,233.74444444444444
07:00:00,201.268156424581,46.30167597765363,3288.6722222222224,0.0,464.51666666666665,652.0944444444444
07:15:00,141.02777777777777,74.2388888888889,1325.9497206703911,0.0,2255.6871508379886,47.720670391061454
07:30:00,96.68156424581005,135.91620111731842,1427.3222222222223,0.0,1638.1173184357542,0.0
